Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Trent Jr.,SG,23,TOR,4,3,32.5,4.8,12.8,.373,2.3,6.0,.375,2.5,6.8,.370,.461,2.3,2.5,.900,0.8,2.8,3.5,0.8,2.3,0.3,0.8,2.3,14.0
P.J. Tucker,PF,36,MIA,3,3,26.3,1.0,3.7,.273,0.7,2.7,.250,0.3,1.0,.333,.364,0.0,0.0,,0.3,4.3,4.7,1.3,0.3,0.0,0.3,2.3,2.7
Myles Turner,C,25,IND,4,4,25.0,5.5,9.8,.564,1.8,4.8,.368,3.8,5.0,.750,.654,1.8,3.0,.583,2.0,4.3,6.3,0.5,0.3,2.5,2.5,3.8,14.5
Jonas Valančiūnas,C,29,NOP,4,4,34.5,6.0,14.5,.414,0.3,0.8,.333,5.8,13.8,.418,.422,5.0,5.0,1.000,4.5,10.5,15.0,2.8,0.8,1.3,0.8,4.0,17.3
Denzel Valentine,SG,28,CLE,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Jarred Vanderbilt,PF,22,MIN,3,0,12.0,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.7,0.7,1.000,0.7,3.0,3.7,0.7,1.7,0.0,0.7,1.7,2.0
Fred VanVleet,SG,27,TOR,4,4,38.3,5.5,15.0,.367,1.5,6.8,.222,4.0,8.3,.485,.417,2.0,2.8,.727,1.3,3.3,4.5,8.8,2.0,0.5,4.5,2.3,14.5
Devin Vassell,SF,21,SAS,4,0,25.0,4.8,10.3,.463,2.3,5.0,.450,2.5,5.3,.476,.573,0.3,1.0,.250,1.3,2.8,4.0,2.0,1.8,0.0,0.5,2.3,12.0
Gabe Vincent,PG,25,MIA,3,1,13.0,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.0,0.0,,0.7,1.0,1.7,2.0,0.0,0.0,1.3,2.0,3.0
Nikola Vučević,C,31,CHI,4,4,33.5,6.3,15.8,.397,0.8,3.5,.214,5.5,12.3,.449,.421,1.0,1.5,.667,2.3,9.3,11.5,3.5,2.3,1.3,2.5,2.0,14.3
Dean Wade,PF,25,CLE,2,0,3.5,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.5
Franz Wagner,SF,20,ORL,4,4,33.0,5.5,11.3,.489,1.8,5.0,.350,3.8,6.3,.600,.567,0.5,1.0,.500,1.0,3.3,4.3,2.0,1.0,0.8,1.0,2.0,13.3
Moritz Wagner,C,24,ORL,4,0,13.5,2.0,5.8,.348,1.0,4.0,.250,1.0,1.8,.571,.435,1.0,1.5,.667,0.8,2.8,3.5,0.8,0.0,0.3,1.3,2.5,6.0
Kemba Walker,PG,31,NYK,4,4,26.3,4.5,9.8,.462,3.3,6.3,.520,1.3,3.5,.357,.628,0.3,0.5,.500,0.0,2.8,2.8,3.0,1.0,0.5,1.5,1.8,12.5
Lonnie Walker,SG,23,SAS,4,0,25.5,5.5,12.0,.458,2.5,6.5,.385,3.0,5.5,.545,.563,1.8,2.0,.875,0.0,3.5,3.5,3.3,0.8,0.3,1.0,1.8,15.3
Brad Wanamaker,PG,32,IND,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
P.J. Washington,PF,23,CHO,3,0,23.3,2.0,7.0,.286,0.7,3.3,.200,1.3,3.7,.364,.333,1.3,1.3,1.000,1.7,3.7,5.3,2.3,0.7,0.3,1.0,1.3,6.0
Russell Westbrook,PG,33,LAL,4,4,36.5,7.5,17.5,.429,0.5,3.8,.133,7.0,13.8,.509,.443,1.8,4.0,.438,1.0,7.3,8.3,8.5,2.3,0.3,5.0,4.3,17.3
Derrick White,SG,27,SAS,4,4,32.5,5.0,11.5,.435,1.8,5.5,.318,3.3,6.0,.542,.511,1.5,2.0,.750,0.0,3.3,3.3,6.5,2.0,1.0,1.8,2.3,13.3
Hassan Whiteside,C,32,UTA,3,0,16.3,3.0,4.7,.643,0.0,0.0,,3.0,4.7,.643,.643,2.0,2.0,1.000,2.0,5.7,7.7,0.3,0.3,1.3,0.7,3.7,8.0
Andrew Wiggins,PF,26,GSW,4,4,29.5,6.5,13.8,.473,1.8,5.3,.333,4.8,8.5,.559,.536,2.0,2.8,.727,1.8,3.5,5.3,2.0,1.3,0.5,1.5,1.3,16.8
Grant Williams,PF,23,BOS,4,1,24.3,4.3,6.5,.654,2.5,4.3,.588,1.8,2.3,.778,.846,0.8,1.0,.750,0.3,2.3,2.5,2.3,0.5,0.8,0.8,2.5,11.8
Kenrich Williams,PF,27,OKC,4,0,21.0,3.5,6.8,.519,1.3,2.3,.556,2.3,4.5,.500,.611,0.8,1.0,.750,0.8,2.0,2.8,2.0,0.3,0.3,1.3,2.5,9.0
Lou Williams,PG,35,ATL,1,0,17.0,3.0,6.0,.500,1.0,2.0,.500,2.0,4.0,.500,.583,2.0,2.0,1.000,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0
Patrick Williams,PF,20,CHI,4,4,27.0,2.8,4.5,.611,0.8,1.3,.600,2.0,3.3,.615,.694,0.5,0.5,1.000,0.3,2.0,2.3,0.8,0.5,0.5,0.5,2.0,6.8
Robert Williams,C,24,BOS,4,4,34.3,3.8,5.3,.714,0.0,0.0,,3.8,5.3,.714,.714,2.3,3.3,.692,3.0,5.8,8.8,2.0,1.3,3.0,1.0,1.8,9.8
Ziaire Williams,SF,20,MEM,3,0,17.0,1.3,4.0,.333,1.3,3.0,.444,0.0,1.0,.000,.500,0.0,0.0,,0.3,1.3,1.7,1.0,0.7,0.0,1.3,1.0,4.0
Dylan Windler,SF,25,CLE,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justise Winslow,SF,25,LAC,2,0,17.5,2.5,6.5,.385,0.0,0.5,.000,2.5,6.0,.417,.385,0.0,0.0,,1.0,3.5,4.5,2.5,1.5,1.0,2.0,2.0,5.0
Christian Wood,C,26,HOU,4,4,34.3,7.5,16.0,.469,2.5,5.5,.455,5.0,10.5,.476,.547,3.3,4.8,.684,2.8,9.5,12.3,2.0,0.5,1.0,1.3,2.5,20.8
Delon Wright,SG,29,ATL,3,0,15.3,1.0,3.7,.273,0.0,1.3,.000,1.0,2.3,.429,.273,0.0,0.0,,1.0,3.0,4.0,2.3,0.3,0.0,0.3,0.3,2.0
McKinley Wright IV,PG,23,MIN,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Thaddeus Young,PF,33,SAS,2,0,6.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0
Trae Young,PG,23,ATL,3,3,33.3,9.0,19.7,.458,1.7,5.3,.313,7.3,14.3,.512,.500,5.3,5.3,1.000,0.0,2.3,2.3,10.0,1.3,0.0,3.0,1.0,25.0
Omer Yurtseven,C,23,MIA,2,0,5.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.5,.000,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,4.0
Cody Zeller,C,29,POR,3,0,15.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,3.3,.600,0.7,3.7,4.3,0.7,0.7,0.3,0.3,2.0,6.0
Ivica Zubac,C,24,LAC,3,3,20.7,4.0,6.7,.600,0.0,0.0,,4.0,6.7,.600,.600,2.0,3.3,.600,1.7,4.7,6.3,3.0,0.7,0.0,0.3,1.3,10.0
